Date,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,AXISBANK.NS,KOTAKBANK.NS,INDUSINDBK.NS,BANKBARODA.NS
2024-04-08,752.7081909179688,1069.6175537109375,740.7543334960938,1074.3021240234375,356.8769226074219,1551.129638671875,251.65975952148438
2024-04-09,753.6572265625,1089.19677734375,736.8013916015625,1078.24560546875,355.3204345703125,1537.8768310546875,249.6848602294922
2024-04-10,747.7196655273438,1091.5087890625,751.118896484375,1086.0330810546875,364.3700866699219,1535.7998046875,254.66915893554688
2024-04-12,739.2512817382812,1086.5894775390625,738.8259887695312,1071.706298828125,361.79583740234375,1538.5692138671875,251.9889373779297
2024-04-15,727.4490966796875,1060.95947265625,730.341552734375,1056.2314453125,358.82257080078125,1522.9920654296875,245.82907104492188
2024-04-16,734.5304565429688,1049.8416748046875,724.74951171875,1050.19140625,357.7150573730469,1474.5794677734375,239.52818298339844
2024-04-18,727.4490966796875,1038.4287109375,718.0968627929688,1022.3366088867188,356.5476989746094,1458.2113037109375,243.57205200195312
2024-04-19,745.2619018554688,1050.0384521484375,723.5443115234375,1027.4283447265625,357.72503662109375,1465.77734375,241.6441650390625
2024-04-22,735.9661254882812,1069.1256103515625,738.6331787109375,1052.2379150390625,361.1772766113281,1461.2772216796875,245.7350311279297
2024-04-23,733.7274169921875,1072.6676025390625,745.2858276367188,1054.0350341796875,361.79583740234375,1458.3101806640625,244.65353393554688
2024-04-24,735.7227783203125,1079.062744140625,745.3822021484375,1061.5228271484375,367.7325134277344,1458.45849609375,243.66610717773438
2024-04-25,735.260498046875,1095.78857421875,783.5625,1125.1693115234375,327.7524719238281,1479.6729736328125,252.647216796875
2024-04-26,734.7981567382812,1090.032958984375,772.5711669921875,1128.4639892578125,320.97772216796875,1430.5186767578125,252.0829620361328
2024-04-29,744.3858642578125,1141.4403076171875,796.86767578125,1157.366943359375,327.3433837890625,1470.920166015625,256.3619384765625
2024-04-30,739.8109741210938,1131.8475341796875,796.6266479492188,1164.0062255859375,324.0608215332031,1499.0577392578125,264.7317810058594
2024-05-02,745.7242431640625,1121.0740966796875,800.2904052734375,1147.982177734375,314.4224853515625,1488.6729736328125,262.7568664550781
2024-05-03,739.567626953125,1123.6322021484375,801.6402587890625,1139.645751953125,308.6454772949219,1467.4090576171875,259.3243103027344
2024-05-06,741.0520629882812,1127.813720703125,778.838134765625,1141.792236328125,324.130615234375,1481.0576171875,249.87295532226562
